tweet,label,,,,,,,,,,,,,,,,,,,,,,,,,,
örnek önüme düştü. bakın eski bir alevi subayımız ömer adına kinini kusmuş. ayrımcılık budur,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
tüm binamız sokağımız ve mahallemiz alevi ama aşure yok. inanabiliyor musunuz ya? birazdan alt komşu hatice teyzeyi ve diğer mahalle sakinlerimizi derhal aşure yapmaları konusunda uyaracağım.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
sünni kardeşlerimizin kadir gecesi'nde orucunu tutuyorum alevi kardeşlerimizin 10. gününde oruç tutuyorum. kimse kırılmasın hak geçmesin. yalnız bu oruç baya zormuş su et falan yok,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
alevi aşura töreni alevi ashura ceremony,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
ateşte de olay pire mi deve mi onu seçemiyorum saman alevi sönene kadar dkskkddkdjdks,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
bu akşam binlerce cemevinde sevgili peygamberimizin torunu hz. hüseyin ve yanındakilerin kerbela'da şehit edilmelerinden dolayı matem törenleri düzenleniyor. milyonlarca alevi ile birlikte ben de bir sünni ailenin evladı olarak okunan ağıtlara katılacağım.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
hani bir alevi türküsü vardır... ağlama gönül ağlama sen ali'den yüce misin? diye. türk yargısının sahte delillerle kumpas kurulmuştur dediği yerde siz türk yargısından daha mı yücesiniz ki bu fetö kumpasını meşru görüyorsunuz?,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
saman alevi sinirim online cızz,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
şah hüseyn-i kerbela'nın baş açık abdalıyam kıblegahımdır muhammed secdegahımdır ali. şah hatayı #alevi #türküler #alevicanlar #deyişler,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
bu sene aşure getiren de olmadı alevi komşularımız da yapmamış candan seslendim yok bu sene yapmadım niye gıı dedim işten geliyorum yorgunum dedi #asure #pazartesi,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
meclis başkan vekilimiz mithat sancar başkanlığındaki heyetimiz kayyım darbesi başta olmak üzere yargı paketi demokrasi ittifakı ve demokratik anayasa görüşmelerimiz kapsamında alevi bektaşi federasyonu ve pir sultan abdal kültür derneği temsilcileri ile bir araya geldi.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
taha akyol'un şu kitabı baya iyidir. celali ve alevi isyanların salt mezhebi değil türkmenin yörüğün geçim derdi olduğunu anlatır. vergi meselesi sıkıntılı mevzu,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
bugün muharrem ayı ve kerbela bütün alevi müslüman arkadaşlarıma acılarımız aynıdır,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
temelli bir tek tanrı inancıydı bu. bu anlayış islam'dan sonra bile alttan alta sürdü geldi. alevi denilen kitle bu inancı bugünlere kadar islam ile harmanlayarak taşıdı. islam'dan çok eskidir türkler tanrı kavramına bütün milletlerden önce ulaşmışlardır.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
burada alevi kavramını toplumsal bir aidiyetten ziyade fikri ve hissi bir aidiyet anlamında daha geniş kapsamda kullanıyorum. bu fikri ve hissi paylaşan herkese açıktır.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
hz. muhammed'den kerbela'ya kerbela'dan günümüze hak muhammet ali diyen alevi canlarımızla devletimizin devletimizle de alevi canların kucaklaşma zamanı. gelin canlar bir olalım. büyük türkiye olalım. usesam yönetim kurulu başkanı avukat psikolog sosyolog alevi dedesi müseyip erdoğmuş,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
kor bir alevi tutar iki elim hak mı bu bana?,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
en yakın arkadaşlarımdan biri kürttü biri alevi hala severim hala isimlerini anarım semboller geçici sevelim birbirimizi ya bu kadar mı zor ben anlamıyorum! hayır illa böyle bayram şekeri gibi konuşmak zorunda mıyım! bak yine atarlandım,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
alevi ve sünni çekişmesi ilk hazreti ali efendimizin şehit edilmesinden sonra büyük ivme kazanmıştır. esas çekişme peygamberin vefatı sonrası imamet konusunda çıktı abdullah bin sebe yahudisi konusu sünnilerin götünden element uydurma hadisesidir.,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
genel olarak bu gibi müdahaleler enflasyonun artmasına yol açar artan fiyatlar yine tüketicinin cebinden ödenir. para arzını arttırarak sağlanan ekonomik canlanma uzun sürmez ve saman alevi gibi parlayıp geçer.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
mecliste siyaset yapmanın anlamı yok. çekilin şu parlamentodan. kürt halkı sizin dönekliğiniz yüzünden direnişçiliğini kaybediyor. chp'nin kuyruğuna takılmaktan vazgeçin. yüzünüzü burjuvaziye değil ezilen halklara dönün.,saldırgan,,,,,,,,,,,,,,,,,,,,,,,,,,
hz ali çok havalı alevi olsaydım keşke. hz muhammed'in bir fotosu bile yok çok çirkindi herhalde,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
o kadar fabrika yandı bu sefer sadece 2 taneyi üstlenmişler. biz de inandık... paravan ateşin çocukları yakıyor hbdh de işine geleni üstleniyor işine gelmeyeni üstlenmiyor.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
akp genel başkanı erdoğan malatya'da canlı yayında "kardeşlerim sünni alevi ayrımı var mı? biz hiçbir zaman böyle bir ayrım yapmadık" bakalım 2014 cumhurbaşkanlığı seçimi mitinginde ne demiş?,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
#ahmetyenilmez sizin şu bulunduğunuz resim yüzyıl öncesinin intikamını almaya gelmiş olanlara verilmiş türkün kürdün lazın çerkezin alevinin sünninin analarının duruşu. ben onun için geldim buraya...,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
kardeş türküler bugün güzellerin sah-i gördüm tanıdığım en alevi bireye gelsin... :),hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
alevi mi? alevrimi mi? saz çalmakla alevi olunmaz...,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
kılıçdaroğlu'nun kendisi alevi siyasi partinin başında neyi eksik? diyen kimdi ?,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
sy jb siz alevi ile bir olamazsınız aleviler eline beline diline hakim olan kişilerdir,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
ya biz süryaniyiz ya onlar alevi!,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
denize atılan izmariti konu ederken lgbti alevi ve kürt'ü veya en azından genel çerçevesiyle "ayrımcılığı" konu etmemeleri de bir tercihtir ve bu da politiktir. bu tercihlerinden dolayı da eleştirilmeyi göze almış olmaları gerekir.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
çalıştığım yerde malatya'nın köyünden misin merkezinden mi diye soruyorlar bu şey demek alevi misin sünni misin,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
bazen su olmak lazım sessiz sakin! bazen sel olmak lazım öfkeli ve hırçın! bazen mum alevi sabırla tükenmeyi bekleyen! bazense volkan önüne gelen her şeyi hızla tüketen! kimine su olacaksın kimine sel! kimine mum olacaksın kimine volkan! ama kimseye asla "kul" olmayacaksın!,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
disa barış okulu 7 eylül cumartesi günü cuma çiçek ve vivet alevi'nin seminerleriyle başladı. ilk gün toplumsal barışın inşasında sivil toplumun rolüne dair teorik bir çerçeve çizildi ve grup içi sosyalleşmede şiddetsiz iletişimin önemi konuşuldu.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
avşar alevi türkmenlerinin anadolu ve suriye geçmişi büyük sahabe hazreti ali ra bin ebu talib'e ve hatta peygamber muhammed mustafa sav efendimizin hendek muharebesine dek dayanır. hz muhammed aleyhisselam hendek muharebesinde ilk kez bir türk ailesiyle haşir neşir olur.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
#muharrem önceden güneşe göre oruç açılırdı sahur falan olmaz yeme içme sınırlı idi iftar diye bir kelime geçmezdi iyice sünni dine uydular alevi kızılbaşlar yakında top da patlatılır kiminle gezersen ona benzersiniz,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
sözde alevi arkadaşlarım her zaman gösterdiğiniz duyarın üçte birini tutulan oruçlara da saygı duyup tükettiğiniz alkollü içeceklerin fotoğraflarını paylaşmazsanız mı :),nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
1 canan kaftancıoğlu bir şeyler demiş diye hainlik ediyor yanlış yapıyor yok öyle şey la diye kızıyorlar. la olum ben türk ve alevi kökenliyim atalarım yakın zaman büyüklerim ve ben sizlerin insanlarıma ve bana neler yapıldığını biliyorsunuz.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
ailevi sorunları her defasında alevi sorunları diye okumam,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
dara çekmek bir alevi ritüelidir. kişiyi eleştirmek cezasını belirlemek için yapılır. dar ağacı da buradan gelir. ankara'yı dar etmek. ankara'yı dara çekmek isteyenlere duyurulur. yavaş gelin biraz,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
bu kapılara sınırlara durduk yere bakılmaz ilk casusluk davasında ki alevi kimlikler üzerine yazılımlar ile baktım çünkü türk kadını konu askeri polisi olduğunda seks işçisi de olsa bu denli rahat ifadeler vermez sonra ermeni soykırım dosyası ve canlı bombalar nedeniyle baktım,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
mum alevi kadar titrek bir umuda sarılarak sabahı zor ettiğim geceden sonra senin için hiçbir şey oluşum gerçeğini cebime koydum ayaz bir eylül sabahında evime döndüm...,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
kimsenin ne siyasi ne dini görüşüne saygısızlık yapmadım düşüncelerimi söyledim ideolojimi belli ettim . ailemden aldığım terbiye buna hiç izin vermedi. ramazan'da içki içilmez deyip alevi vatandaşların tuttuğu oruçlarda kadeh kaldıranlara aleviler de dahil,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
hayatın tadını en çok yıkılırken alıyorum. alev alevi ancak güçlendirir. kalbimde kal.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
rejimin böyle bir iç operasyona gideceğini zannedenler vardı. rejim öyle yönetmez. bunlar egemenler arası paylaşım itişmeleridir. devlet terörünün hedefi sadece 3 tarihsel hareket ve onların ittifak zeminleridir işçi alevi ve kürt hareketi. bunların "locus"u da bugün hdp dir.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
ileri kitap şilan geçgel yazdı devletin sakıncalılar listesinde alevi kürtler,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
alevi kültür derneklerinde kayyum tartışması!,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
#susamam sosyal medyada saman alevi.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
dağıstanlı müslüman dövüşçü #habib amerikalı #dustinpoirer'i yendiği maç sonrası tüm dünyaya sportmenlik dersi verdi.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
halide edip'i okumamış laik ömer seyfettin'i okumamış milliyetçi ve mehmet akif'i tanımayan müslüman gençlerimizin buluştuğu müzik bu. bu adam müzisyen. allah bilir nota okumasını bilmez. sultaniyegah ile mahur'u ayırt edemez. ama gençlerin "idolü" bu... allah affetsin bizi.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
%85 ateist olan isveç yolsuzlukta dünya sonuncusu... %99'u müslüman olan türkiye yolsuzlukta dünya ikincisi!...,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
her müslüman için lazım gelen şey allah ehl-i beyt'ten her türlü kötülüğü gidermek ve onları tertemiz yapmak ister ayetinde allah teala'yı tasdik ederek ehl-i beyt'ten sadır olan her şeyi allah teala'nın affettiğine inanmaktır. allah teala'nın kendilerinin temiz olduğuna ve,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
arapların türkiye sevgisi maaz ibrahimoğlu "türkiye'nin müslüman ve modern hayata verdiği toleransın yüksek olduğunu ifade eden dinari bu nedenle istanbul'u tercih ettiğini belirtiyor..." ahval,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
hoşgörü ve barış dini islamda bugün! pakistan'da yobaz bir meyva satıcısı müslüman bir kadının muhammed'in yasakladığını iddia ettiği kıyafetleri giyerek bisiklete binmesinin kendisini utandırdığını söylüyor! bizde senin varlığından utandık müslüman!,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
yok mu şöyle aşure getirecek müslüman bir komşu,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
ey yahudi senin islamın hoşgörü getireceğine inandığın kadar inanıyorum dinine ey hristiyan senin toraya inandığın kadar inanıyorum dinine ey müslüman senin isa'nın tanrının oğlu olduğuna inandığın kadar inanıyorum dinine,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
ateistin ateist olduğunu kanıtlama çabası eşcinselin eşcinsel olduğunu kanıtlama çabası müslümanın müslüman olduğunu kanıtlama çabası yobazın yobaz olduğunu kanıtlama çabası kanıtlama çabası... kanıtlama çabası... kanıtlama çabası...,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
bitmiş türkiye bunu bir türk müslüman genci nasıl yapar ya?,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
#döndümvededimki müslüman kardeşlerim tayyip bey'in hiç hırsızlık yolsuzluk yapmadığına kuranı kerim'e el basarak yemin edebilir misiniz?,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
müslüman yürekler bilirim daha kızdı mı cehennem kesilir sevdi mi cennet eller bilirim haşin hoyrat mert alınlar görmüşüm ki vatanımın coğrafyasıdır her kırışığı sorulacak bir hesabı her çizgisi tarihten bir yaprağı anlatır. #erdembeyazıt #şehit polis müdürümüz #tufankansuva,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
demek ki artık zengin müslüman kızlar okumuş diplomalı kızlar fakir dindar erkekler seçecek. hadi görelim bakalım,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
bunu en çok seküler türkçü tayfa kullanıyor. en türk olma arzusundan dolayı araplıkla yaftalama kolaylığı. tabii ki bu arkadaşlar "türklük" kavramının bugün açıkça müslüman olmak ile de "arap adeti" denilen şeylerle de göbekten bağlı olduğunu inkar etmeye çalışıyor aynı zamanda,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
müslüman olmayanlarla vakit geçirmek istemiyorum iğrençler demişti...,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
hangi alnı secde gören müslüman evladı acaba,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
ak partili arkadaşlar tövbe etmezseniz allah'ın huzuruna müslüman katili olarak çıkacaksınız. ırak işgalinde haçlı ordusuna verdiğiniz desteği bu halk unutur ama allah unutmaz. #susamamşarkısıbana,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
bir müslümanın diktiği ağaçtan veya ektiği ekinden insan hayvan ve kuşların yedikleri şeyler o müslüman için birer sadakadır. buhari edeb 27 müslim müsakat 7 10.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
bülent arınç'ın "bir kadın olarak sus" cümlesinde ipler kopuyor. kadınlar susmak için var değildir. kadınlar iş hayatına atılınca yetersiz bir hale gelmiyor. eğitimden fizik felsefe tarih çıkarılıp din ağırlıklı dersler konulunca müslüman olunmuyor vs... dahası için anlamak gerek!,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
ey müslüman sen güzellik yusuf'usun bu alem de kuyudur. seni oradan selamete çıkarıp huzura kavuşturacak ip de allah'ın emrine sabır ve teslimiyettir. mevlana,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
nereden nereye 1903 yılında nobel ödülü alan fransız fizikçi pierre curie "müslüman endülüs'ten bize 30 kitap kaldı atomu parçalayabildik. şayet yakılan bir milyon kitabın yarısı kalsaydı çoktan uzayda galaksiler arasında geziyor olacaktık." demiştir.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
barış özcan... hindistan'ın aya inişini canlı yayınlıyor. öküze tapıyor dediğiniz hindistan aya ayak basarken müslüman! olan ülkemin ahlak ve saygı seviyesi yerin altında böyle geziyor.,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
siz niye susuyorsunuz? "bunlar kürt değil bunlar müslüman değil bunların din ve imanları yok amerika'ya çalışıyorlar. bunlar gavur gavur." #evlatnöbeti #annelerdireniyor #birkezolsuntepkikoyun,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
bu kitabı okumadan islam'ın psikanalizi ve islam'ın mücadelesi kimse akp'yi faslı müslüman gençlerin hayatta ilk defa gördükleri avrupalı kadınların kafasını kesmesini anlayamaz. tesettür çok ciddi bir psikolojik baskı aracıdır. tr'nin işi çok zor kitap da atatürk de var.,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
domuz eti yemez kredi çeker farz namaz kılmaz teravih kılar zina eder gusülsüz gezmez. kuranı belden aşağı indirmez kahrolsun şeriat der. memleketimden müslüman manzaraları... #şanışer,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
küffara karşı kutuplaşamayan müslüman imanını gözden geçirsin. kamalizm küffarın ta kendisidir.,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
atatürk heykelini yakan pkk'dan nefret etmediler diyanetten ettikleri kadar. oysa ki diyanet işlerini atatürk kurduğu halde... %98 müslüman olan bir ülkede #diyanetkapatılsın diyenler toplumu asimile etme çabası içerisinde olanlardır.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
ülkenin %50'si ya hırsız... ya da hırsızlığa göz yumuyor ama sorsan %90 müslüman bir ülke ve cuma'yı da hiç kaçırmazlar,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
sattıkları her şey helal kadın da erkek de müslüman ikisi de namaz kılar hamd olsun.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
diyanet şu an ruhbanlık sınıfındadır. kapatılsın demiyorum ama yapısı muhakkak değiştirilmelidir. çoğunluğu müslüman olan bir ülke için gerekli. ama ülkemde sadece müslümanlar yok. biz laik bir ülkeyiz! imamlık maaşlı diğerleri? gerçi islam'da maaşlı imam...? #diyanetkapatılsın,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
birmanya'da tek günahı (!) müslüman anne babadan olmak olan çocuklara yapılan işkenceyi gördüm beş altı yaşlarındaki çocuklar bunlar. ne kadar korkunç bir varlık bu insanoğlu.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
ne diyanet müslüman mı olsun? daha neler? diyanet o israf sergisini görünce "biz neredeyiz onlar nerede fakir ibb" demiştir. diyanetin allah'tan korktuğu ile ilgili savın senin saf bir vatandaş olduğunu gösteriyor... saflığını kaybetme,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
oğlu hdp tarafından dağa kaçırılan acılı anne diyarbakır'dan haykırıyor "bunlar kürt değil bunlar müslüman değil bunların din ve imanları yok amerika'ya çalışıyorlar. bunlar gavur gavur." #evlatnöbeti #annelerdireniyor #birkezolsuntepkikoyun,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
islam adına bu kadar ahlaksızlık yalan talan ve katliamlar yapılırken bir müslüman olarak ben de #susamam,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
kafirler domuz yer müslümanlar yetiştirir kafirler de faiz yer müslümanlar da faiz yer kafirler de insan öldürür müslümanlar da zina eşcinsellik şiddet yolsuzluk adaletsizlik müslüman kime denir müslüman...? mesele neydi ne oldu hacı .?,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
müslüman demek allah'tan cc gelen kanunlara emir ve yasaklara teslimiyet gösteren demektir yani kuranı anayasa olarak görmeyen demokrasi müslümanların sistemi olamaz. #cumartesi,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
tek müslüman yokmuş içlerinde dualar kabul olmadı al işte,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
bundan sonra müslüman ünlüleri savunacağız kafirlerle araya ip katacağız,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
sabah akşam namaz kılıp dua edip ülkemizi soyan müslüman hırsızlık çetesi #türkiyeningeleceği hakkında konuşamaz,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
dünyanın en fakir 50 ülkesinin 32'si müslüman. bu 32 ülkenin devlet başkanlarının tamamı "dünyanın en zengin ilk 500 kişisi" arasında...,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
#davamızınpeşindeyiz kim tağutu inkar ederse müslüman olur,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
mahşerin üç sapığı ahmet hakan'a dini sevdirmiş. ama hangi dini onu anlayamadım. sayın enkırmenimiz ahmet hakan ankırıyor ki "bu üçünü dinler okur ve takip ederseniz işte benim gibi bir dindar olursunuz. bakın ben bunlar sayesinde dini sevdim ve mükemmel müslüman oldum.,saldırgan,,,,,,,,,,,,,,,,,,,,,,,,,,
ne dehşet şeydir ki müslüman adama "namaz kil" diyoruz!,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
çok güzel tüm yönetici ve liderler hayatına böyle yön vermeli müslüman türk milleti de tatbik etmelidir.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
allah'ım bütün müslüman ülkelerine hayırlı başlar ihsan et ve bütün müslüman ülkelerini ve ordularımızı mazlumların kurtuluşuna ve zalimlerin yerle bir olmasına vesile kıl,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
offff offff bu nasıl bir saçmalık allah'ım. kızın ana ve babasına yazıklar olsun. allah aşkına orada hiç yetkili o köyde imam yok mu öğretmen yok mu bu zulümdür diyemiyor mu. orada müslüman yok mu,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
neden hiç özel imam hatip okulu yok? olsaydı bu zengin müslüman(!)lar çocuklarını o okullara verir miydi?,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
gelin bir referanduma gidelim. çoğunluğu müslüman olan ülkemizde allah'ın bizim için gönderdiği emir ve yasaklara göre mi? yoksa avrupalı kanun koyucuların demokrasi adını verdikleri sisteme göre mi idare edilelim? #inanmakistiyorumki,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
the sims 4 beşinci yıldönümü güncellemesinde müslüman simler oyuna dahil ediliyor.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
din düşmanları yine meydana çıkmış. #diyanetkapatılsın diyor. müslüman ülkesinde bunu söylemek ayrı bir gaflet.,saldırgan,,,,,,,,,,,,,,,,,,,,,,,,,,
ahbar kimdir? kuranı kerim'de haham diye bir kelime yok. meal ve tefsirlerdeki metinlerde tercüme haham diye geçer. lakin kelimenin aslı ahbar. ahbar güzel yazı yazan güzel etkili konuşan yahudi alimi demek. kuranı kerim'de 33 yerde israiloğulları kelimesi geçer.,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
yahudi kökenli rothschild ailesi ile tapınak şövalyelerinin devamı olan masonlar karşı karşıya mı geldi? dünya üzerindeki bu kavga da neyin nesi?,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
gizli yahudi ve mason teşkilatının servet ve hakimiyetiyle mühim rol oynadığı fransız inkılabı aslında basit halk hakimiyeti ve terörden başka bir şey barındırmamıştır.,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
sabetay sevi ortodoks musevi bir ailenin çocuğu olarak doğdu. musevi dinsel kurallarında reform istiyordu iki kez bir haham konseyi tarafından herem yeni aforoz edildi. bu yüzden doğrudan yahudi olanlar sabetayistleri yahudi olarak kabul etmezler kendilerini üstün görüyorlar,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
birader beni karıştırma bu işlere... zaten yahudi zannediyorlar isimden ötürü,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
türküyle çerkeziyle kürdüyle diye söze başlayan ne kadar ibne varsa önce bunları sikmek lazım etnik döküntülere cesaret fırsat veren hep bu ibneler. zaten çoğu ya k. yahudi ya da bu döküntülerin soydaşı sosyalizm liberalizm islam gibi dejenere ideolojileri amaçları için kullanıyorlar,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
allahu teala kuran kerim'de kafirlere meydan okuyor kuran kerim uydurma ise bir benzerini getirin... muhammed peygamberden bu yana arapçayı su gibi konuşan nice kafir ateist arap ve yahudi hiçbirini bir benzerini getiremedi varsa yoksa sadece konuştular,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
sanatçı diye topluma yutturulanlar ya beyaz türk kripto yahudi ya da ermeni diasporasının içimize alevi ya da kurt diye gizlediği kripto ermenidir... bunları gezi olaylarından tanırız bunlar küfrün yasal teröristlerdir.,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
41 5816 sayılı kanunla korunarak niçin gerçeklerin saklanma gereği duyuluyor... ve 5816 sayılı koruma kanunu neden bir yahudi avukat tarafından hazırlamıştır...? 42 cumhuriyet rejimini kurduktan sonra neden hiç dış bir ülke ziyaretine gitmemiştir...? #annelerledireniyoruz,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
30 kuranı kerimin ayetleri için neden safsata demiştir...? 31 sabetay sevi denilen kişiye neden hayranlık beslemiştir...? 32 nerede sarhoşken yahudi olduğunu ağzından kaçırmıştır.? 33 1928'de devletin dini islamdır ibaresi neden çıkartmıştır.? #annelerledireniyoruz,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
18 1933'e kadar üniversitelerden temizlenen osmanlı müderrislerin yerine sadece istanbul üniversitesine neden yahudi 22 profesör ve yahudi 90 asistan yerleştirmiştir 19 neden halk aç iken tekel bira fabrikası kurdu ve fuhuşu genelev olarak resmileştirdi #annelerledireniyoruz,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
3 kimliğinde mustafa yazmaz... kamal atatürk yazar... mustafa ismini neden red etmiştir... kemal yerine neden kamal yazdırmıştır...? 4 cenazesinde neden yahudi masonik nizam töreni yapılmıştır...? 5 anıtkabir'i yapan mimar neden yahudidir...? #annelerledireniyoruz,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
araçları #yenikapı'ya dizerek gündemde diyarbakır'daki mazlum annelerin feryatlarını millete unutturmaya çalışan yahudi uşağı imamoğlu!... senin bu algı oyunlarına bu milletin karnı tok... yemezler #yunanoğlu... #annelerdireniyor,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
kim o yahudi dostu,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
bazı akpartililer chp'yi savunduğumuzu sanıyor oysa ki savunduğumuz hak ve adalettir. tıpkı hz. muhammed'in yaptığı gibi müslüman karşısında haklı olan yahudi bile olsa mağdurun dinine ve kimliğine bakmadan hakkını teslim etmektir adalet. değilse tabela adıdır... #susma,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
galatasaray'a acilen atanmalı. fransız uşakları... yahudi torunları... #uefatoprotectffp,nefret,,,,,,,,,,,,,,,,,,,,,,,,,,
iki yahudi bir araya gelse şirket kurar iki türk bir araya gelse devlet kurar. lakin var olan devleti ayakta tutmak daha zor bence en büyük lider abdülhamid han #türkdemek,hiçbiri,,,,,,,,,,,,,,,,,,,,,,,,,,
